Time,Position_X,Position_Y,Velocity_X,Velocity_Y,Orientation_Theta
1627860100525,-1016.639773287415,-2064.1828077558666,-21.697647667608283,-42.404215611846666,0.013596117980000044
1627860100528,-1086.6127416186077,-2195.589835502491,-23.324322777064292,-43.80234258220816,-0.03405137001999996
1627860100532,-1188.7019023412288,-2382.9633859999813,-25.522290180655254,-46.84338762437255,-0.007592179219999957
1627860100536,-1297.705717688193,-2585.1197036103035,-27.25095383674106,-50.53907940258058,0.06410594078000005
1627860100540,-1410.3795814425491,-2804.16773312857,-28.16846593858901,-54.76200737956661,0.15060445278000006
1627860100544,-1523.6849165577805,-3040.880013520377,-28.32633377880785,-59.17807009795167,0.22963296078000006
1627860100548,-1637.6854027020177,-3292.6732051768704,-28.500121536059265,-62.94829791412333,0.2541373847800001
1627860100552,-1756.1336675657333,-3550.5065830807075,-29.6120662159289,-64.45834447595931,0.2223723927800001
1627860100556,-1882.294260263468,-3805.855537632088,-31.540148174433682,-63.83723863784512,0.1494874447800001
1627860100560,-2017.0110288249198,-4056.4581968000775,-33.67919214036293,-62.65066479199748,0.06515313678000009
1627860100564,-2160.2092139299784,-4308.890976803222,-35.79954627626469,-63.10819500078608,0.00860446878000009
1627860100568,-2311.683224751236,-4569.9330453121665,-37.86850270531439,-65.2605171272362,0.00860446878000009
1627860100572,-2469.315947914083,-4844.463090517525,-39.40818079071175,-68.63251130133965,0.0716457607800001
1627860100576,-2629.6107799207557,-5135.282710302184,-40.073708001668116,-72.70490494616466,0.1480213727800001
1627860100580,-2788.462126017234,-5443.066033000669,-39.712836524119574,-76.94583067462153,0.22425735278000009
1627860100584,-2944.18058623218,-5766.78697155317,-38.929615053736455,-80.93023463812504,0.2656565647800001
1627860100588,-3099.09147269076,-6099.949529293248,-38.727721614645,-83.29063943501949,0.2576280499800001
1627860100592,-3257.139972231372,-6433.052860477181,-39.51212488515303,-83.27583279598313,0.2070135019800001
1627860100596,-3421.228816283083,-6760.811310667709,-41.022211012927656,-81.93961254763217,0.1003389819800001
1627860100600,-3592.5205377229818,-7085.382489390792,-42.822930359974706,-81.14279468077072,-0.0006108660199998922
1627860100604,-3771.9543492671946,-7413.703050435351,-44.8584528860532,-82.08014026113963,-0.030839968819999893
1627860100608,-3959.815868541189,-7752.304609015895,-46.965379818498626,-84.65038964513622,-0.019250982819999894
1627860100612,-4153.995706290468,-8105.732245448299,-48.54495943731977,-88.35690910810105,0.06257004918000011
1627860100616,-4350.850116926027,-8476.441428333283,-49.21360265888987,-92.67729572124586,0.1444609011800001
1627860100620,-4547.135095591581,-8865.606042973543,-49.07124466638857,-97.29115366006486,0.2274687571800001
1627860100624,-4743.078652478408,-9270.049804784312,-48.98588922170671,-101.1109404526924,0.2634225411800001
1627860100628,-4942.947208625045,-9680.946222740786,-49.96713903665934,-102.72410448911859,0.22076669318000008
1627860100632,-5149.922747914714,-10089.721662820455,-51.74388482241722,-102.19386001991742,0.1274963011800001
1627860100636,-5365.295543695618,-10492.623105890521,-53.843198945226106,-100.72536076751662,0.007138393180000105
1627860100640,-5589.823170446078,-10894.428365323818,-56.13190668761489,-100.451314858324,-0.0768468548199999
1627860100644,-5823.990302899706,-11303.333209970246,-58.54178311340703,-102.22621116160674,-0.07789405229999989
1627860100648,-6065.774632074485,-11724.470261657083,-60.446082293694836,-105.28426292170934,-0.0031939562999998977
1627860100652,-6311.157038584386,-12160.997593906313,-61.34560162747505,-109.1318330623074,0.1063429077000001
1627860100657,-6615.023952416983,-12733.951111726796,-60.773382766519326,-114.59070356409653,0.2359336077000001
1627860100660,-6795.134620559787,-13086.94570877464,-60.03688938093495,-117.66486568261443,0.2845235727000001
1627860100664,-7033.13241376358,-13567.962640941843,-59.49944830094821,-120.25423304180109,0.3041410743000001
1627860100669,-7333.92195863299,-14172.210911108312,-60.15790897388194,-120.84965403329373,0.24401448430000008
1627860100672,-7517.600967948084,-14531.73310979478,-61.22633643836465,-119.84073289548991,0.16762142230000007
1627860100677,-7834.4494986368545,-15123.82220541624,-63.36970613775404,-118.41781912429173,0.009843662300000083
1627860100680,-8029.191730032116,-15481.411436562184,-64.9140771317537,-119.19641038198134,-0.046705002699999915
1627860100685,-8367.509156688731,-16095.721500884449,-67.66348533132302,-122.86201286445281,-0.04373794284999991
1627860100688,-8574.929476048821,-16472.85778296759,-69.14010645336309,-125.71209402771281,0.004433147150000087
1627860100692,-8856.148047833503,-16993.849511104956,-70.30464294617042,-130.24793203434146,0.08227483115000009
1627860100696,-9139.215392548595,-17533.775078148632,-70.7668361787727,-134.9813917609189,0.14629350715000008
1627860100700,-9423.564410174924,-18089.23064300669,-71.08725440658245,-138.863891214514,0.18266616715000009
1627860100704,-9711.919293109013,-18652.32263504941,-72.08872073352222,-140.7729980106803,0.15097098715000007
1627860100708,-10007.279145861527,-19212.5060622673,-73.83996318812838,-140.04585680447235,0.06901032315000007
1627860100712,-10310.73390986986,-19765.845992797345,-75.86369100208329,-138.334982632511,-0.04890412084999993
1627860100717,-10703.800152766817,-20455.01060255598,-78.61324857939147,-137.83292195172717,-0.15536920084999994
1627860100721,-11028.036954656494,-21014.12679839782,-81.05920047241933,-139.77904896046002,-0.16346752884999993
1627860100724,-11276.245579675944,-21440.870360421308,-82.73620833981636,-142.24785400782898,-0.12095130984999994
1627860100728,-11612.296040236444,-22026.56019160581,-84.01261514012506,-146.42245779612577,-0.019792029849999934
1627860100732,-11949.25709846624,-22630.847119958435,-84.24026455744881,-151.07173208815615,0.08297295815000007
1627860100737,-12366.621452493408,-23414.632677726855,-83.47287080543357,-156.75711155368418,0.17023941815000004
1627860100741,-12698.748164476396,-24054.78027727156,-83.031677995747,-160.03689988617592,0.17680185615000005
1627860100744,-12948.992419372677,-24536.140767687986,-83.41475163209367,-160.45349680547602,0.14947000215000006
1627860100748,-13287.876901945689,-25172.01189838224,-84.72112064325293,-158.9677826735635,0.06150540615000005
1627860100752,-13633.189008919648,-25801.95020683963,-86.32802674348966,-157.48457711434764,-0.05996950984999995
1627860100756,-13987.087752408375,-26434.378678106692,-88.47468587218195,-158.1071178167658,-0.14967942984999993
1627860100760,-14351.043521528256,-27076.314209221033,-90.98894227997013,-160.48388277858527,-0.15945327384999994
1627860100764,-14724.00178538532,-27732.644060895604,-93.23956596426638,-164.08246291864273,-0.10018189384999994
1627860100768,-15103.12799277809,-28406.574758621882,-94.78155184819249,-168.48267443156942,-0.018779741849999934
1627860100772,-15485.419511508544,-29099.84784574152,-95.57287968261333,-173.31827177990925,0.058224186150000065
1627860100776,-15869.793748334721,-29810.16545631726,-96.09355920654441,-177.57940264393548,0.08712683815000007
1627860100780,-16258.176360883008,-30529.940801463606,-97.09565313707185,-179.9438362865864,0.05829399815000007
1627860100784,-16653.006327565152,-31249.07464407326,-98.70749167053609,-179.7834606524131,-0.009634217849999932
1627860100788,-17055.093865436156,-31962.96302779603,-100.52188446775098,-178.47209593069329,-0.10709340184999994
1627860100792,-17465.982098109875,-32675.49392217348,-102.72205816842977,-178.1327235943617,-0.19114846184999995
1627860100797,-17996.085873367276,-33573.630918453644,-106.02075505148035,-179.62739925603378,-0.23242549684999994
1627860100800,-18320.081141916355,-34118.11721632196,-107.99842284969246,-181.49543262277098,-0.20163788884999995
1627860100804,-18760.127740258555,-34857.75830207404,-110.01164958555027,-184.91027143802006,-0.12191124884999995
1627860100809,-19315.85693875487,-35809.16073052397,-111.14583969926318,-190.2804856899847,-0.011170113849999955
1627860100813,-19760.641382357448,-36588.98072774759,-111.1961109006441,-194.95499930590603,0.05626940615000005
1627860100816,-20093.972222841832,-37181.87448491276,-111.11028016146182,-197.63125238839035,0.07962191075000005
1627860100820,-20539.967746598562,-37976.33284739355,-111.49888093918233,-198.61459062019628,0.06531021075000006
1627860100824,-20990.02589181425,-38767.20620550215,-112.51453630392197,-197.71833952715158,-0.01511456124999995
1627860100828,-21445.75956567088,-39553.56637413066,-113.93341846415723,-196.59004215712812,-0.12493068124999995
1627860100832,-21909.18697130462,-40340.66549185835,-115.85685140843535,-196.77477943192164,-0.20982349724999994
1627860100836,-22382.795226902734,-41135.52451996086,-118.40206389952799,-198.7147570256276,-0.22015584604999994
1627860100841,-22989.85864514663,-42147.60900462413,-121.41268364877907,-202.41689693265366,-0.15086627604999991
1627860100844,-23358.229345891254,-42763.662024463956,-122.79023358154211,-205.3510066132765,-0.07965684504999992
1627860100848,-23853.842385529828,-43603.357495237025,-123.90325990964317,-209.9238676932676,-0.0039793650499999195
1627860100852,-24352.88847834922,-44460.43819770837,-124.76152320484834,-214.27017561783637,0.02331758415000008
1627860100857,-24984.26805848984,-45546.71521619687,-126.27591602812379,-217.25540369770084,0.007871420150000079
1627860100860,-25366.79119418643,-46198.8938094916,-127.50771189886295,-217.39286443157766,-0.04935792384999992
1627860100864,-25883.92920495258,-47063.13732430844,-129.28450269153768,-216.06087870420973,-0.1706932158499999
1627860100868,-26409.507148275203,-47924.25879673444,-131.39448583065618,-215.28036810650048,-0.2748544638499999
1627860100872,-26945.826795175108,-48788.64571980331,-134.07991172497665,-216.0967307672187,-0.3071081478499999
1627860100876,-27493.2307197337,-49661.81466420317,-136.85098113964804,-218.2922360999652,-0.2669655758499999
1627860100881,-28190.908553185567,-50774.26851276383,-139.5355666903736,-222.49076971213276,-0.1631184908499999
1627860100884,-28612.11850040605,-51451.117792200595,-140.4033157401609,-225.61642647892054,-0.0897099458499999
1627860100888,-29175.194324196473,-52371.25356806316,-140.76895594760583,-230.03394396564224,-0.01026255784999991
1627860100892,-29738.624155111025,-53303.99254535407,-140.85745772863774,-233.18474432272757,0.031346094150000094
1627860100896,-30303.685158016495,-54240.539956625435,-141.26525072636736,-234.13685281784063,-0.004956753849999905
1627860100900,-30872.024097211295,-55172.311486049926,-142.08473479870014,-232.94288235612254,-0.0984365898499999
1627860100904,-31444.75176554209,-56097.9794823881,-143.18191708269876,-231.41699908454476,-0.2344326498499999
1627860100908,-32025.25788082458,-57023.7126860482,-145.12652882062346,-231.433300915025,-0.3171612578499999
1627860100912,-32616.679120230412,-57955.9253898384,-147.85530985145732,-233.05317594754953,-0.32386332224999986
1627860100916,-33219.12181571199,-58898.29540582197,-150.61067387039424,-235.59250399589297,-0.28134710224999987
1627860100920,-33830.6049181755,-59854.61017716126,-152.87077561587898,-239.07869283482202,-0.21628122624999987
1627860100925,-34606.49994808159,-61076.702279166304,-155.1790059812173,-244.41842040100897,-0.1502205137499999
1627860100928,-35075.260008496385,-61819.04836281051,-156.25335347159952,-247.44869454806744,-0.1215273017499999
1627860100932,-35706.58674421993,-62818.766686007104,-157.83168393088673,-249.9295807991485,-0.1352804961499999
1627860100936,-36344.34871767324,-63817.573483920714,-159.44049336332648,-249.70169947840193,-0.2004859961499999
1627860100940,-36988.62056537557,-64809.01117275698,-161.067961925583,-247.8594222090674,-0.2924299401499999
1627860100945,-37805.874579063755,-66039.23189876943,-163.45080273763733,-246.04414520249105,-0.4235914301499999
1627860100948,-38302.63111963824,-66778.10806789978,-165.58551352482783,-246.29205637678274,-0.4637514551499999
1627860100952,-38977.819707355724,-67770.21868698497,-168.79714692937156,-248.02765477129725,-0.4400149791499999
1627860100957,-39839.4697771733,-69029.92016677829,-172.33001396351395,-251.94029595866496,-0.3181909991499999
1627860100961,-40536.07175657436,-70054.1095535463,-174.15049485026682,-256.0473466920019,-0.2075371191499999
1627860100965,-41236.31609418082,-71094.92195899165,-175.0610844016132,-260.2031013613377,-0.1163611191499999
1627860100968,-41762.70706051145,-71882.7467335365,-175.46365544354407,-262.6082581816208,-0.0918566991499999
1627860100972,-42466.71758601494,-72936.14590400145,-176.00263137587118,-263.34979261623454,-0.1316502071499999
1627860100977,-43350.308767457005,-74244.2051829644,-176.71823628841312,-261.6118557925921,-0.2309594421499999
1627860100980,-43882.077100083196,-75025.0333488379,-177.2561108753976,-260.27605529116227,-0.3013311171499999
1627860100984,-44597.36926846587,-76065.0919603434,-178.82304209566797,-260.01465287637484,-0.3608817531499999
1627860100988,-45322.360015012186,-77110.97673213133,-181.24768663657997,-261.47119294698246,-0.34482472394999986
1627860100992,-46057.85245954039,-78168.12514166006,-183.87311113205024,-264.2871023821823,-0.29393091994999987
1627860100997,-46990.14578206395,-79513.74824184984,-186.45866450471223,-269.1246200379554,-0.18502237494999987
1627860101000,-47553.149555044874,-80331.02911363488,-187.66792432697542,-272.4269572616805,-0.11627385294999987
1627860101005,-48499.52952611172,-81718.1685535631,-189.27599421336976,-277.42788798564357,-0.052045737949999865
1627860101009,-49262.53216182312,-82837.37370694662,-190.75065892784846,-279.80128834587885,-0.05393069354999987
1627860101012,-49839.006675424076,-83676.11118957361,-192.1581712003194,-279.57916087566525,-0.10314897854999987
1627860101017,-50811.65300449019,-85062.33621341301,-194.52926581322188,-277.24500476787995,-0.24303712354999985
1627860101020,-51400.26934690311,-85890.99128016765,-196.2054474709718,-276.2183555848812,-0.32482325254999983
1627860101025,-52399.1761149395,-87274.64231415336,-199.78135360727907,-276.7302067971402,-0.35842084004999986
1627860101028,-53005.56490579276,-88109.70483907331,-202.12959695108498,-278.35417497331554,-0.31417674404999985
1627860101033,-54031.28551571674,-89523.28235115597,-205.1441219847976,-282.7155024165311,-0.18161898404999985
1627860101036,-54649.88257037985,-90381.27784371827,-206.19901822103589,-285.9984975207679,-0.10281737204999986
1627860101040,-55476.02927065024,-91543.16399083124,-206.5366750675974,-290.4715367782408,-0.01841324804999986
1627860101045,-56507.687336609015,-93017.02671665316,-206.33161319175514,-294.7725451643851,0.02914697445000014
1627860101048,-57126.98311641963,-93903.60358053863,-206.43192660353776,-295.5256212951602,0.01563812655000014
1627860101052,-57954.977953480535,-95081.27921251903,-206.99870926522706,-294.4189079950995,-0.05312784944999986
1627860101057,-58994.658027012236,-96542.20445203593,-207.93601470633948,-292.1850479033807,-0.17521362944999985
1627860101060,-59621.49266182277,-97417.76680506695,-208.94487827017724,-291.8541176770027,-0.22752114944999985
1627860101064,-60466.50919030512,-98591.69016389419,-211.254132120589,-293.4808397068103,-0.25139725344999986
1627860101068,-61321.8884386299,-99777.13327274156,-213.84481208119516,-296.3607772118406,-0.22954573064999986
1627860101072,-62186.86396256913,-100977.4369922446,-216.24388098480705,-300.07592987576174,-0.17167061064999986
1627860101077,-63278.98525865519,-102506.11918900772,-218.4242592172125,-305.7364393526236,-0.07873182564999986
1627860101080,-63937.59378768409,-103433.60517908608,-219.53617634296594,-309.16199669278717,-0.04040439564999986
1627860101084,-64822.01898740724,-104681.90815845413,-221.1062999307867,-312.0757448420109,-0.048921602449999865
1627860101089,-65939.75637034616,-106245.85113165101,-223.5474765877853,-312.78859463937596,-0.13330827744999985
1627860101092,-66615.15795834702,-107181.08843686566,-225.13386266694957,-311.7457684048832,-0.21399484644999983
1627860101096,-67525.0114997083,-108423.5382101903,-227.46338534032088,-310.6124433311611,-0.3272318104499998
1627860101100,-68446.28542381384,-109666.97436318545,-230.31848102638637,-310.85903824879,-0.3774972944499998
1627860101104,-69379.80142422195,-110917.63257593803,-233.37900010202887,-312.66455318814417,-0.3385415464499998
1627860101108,-70323.43812649052,-112180.43024934897,-235.90917556714356,-315.6994183527354,-0.24303712644999978
1627860101112,-71272.58486118808,-113458.82952395082,-237.28668367438888,-319.5998186504618,-0.13950419444999979
1627860101117,-72460.87056092914,-115085.00932109517,-237.6571399482122,-325.23595942887044,-0.02701772444999978
1627860101120,-73173.073218926,-116069.55693077047,-237.40088599895753,-328.1825365584344,0.014765456550000222
1627860101124,-74122.16123131149,-117389.88164767042,-237.27200309637286,-330.0811792249895,0.0031764705500002214
1627860101128,-75072.86426194376,-118707.02159249411,-237.67575765806922,-329.28498620592285,-0.07236138144999978
1627860101132,-76026.78651957285,-120017.8815407926,-238.48056440727248,-327.7149870746209,-0.19404574144999978
1627860101137,-77228.21880056456,-121653.4731953704,-240.28645619834043,-327.1183309155598,-0.33786087144999977
1627860101140,-77955.09819392895,-122637.67314516331,-242.29313112146207,-328.0666499309693,-0.37456514544999975
1627860101144,-78936.74386710911,-123959.65874308179,-245.41141829503934,-330.4963994796188,-0.34608137344999973
1627860101149,-80181.51730502976,-125633.78520141095,-248.954687584129,-334.8252916658323,-0.25654598844999976
1627860101152,-80933.91868157404,-126647.67174009382,-250.80045884809434,-337.9621795609589,-0.19031074344999976
1627860101156,-81944.9336783557,-128017.2972811544,-252.753749195413,-342.40638526514397,-0.13257525144999976
1627860101160,-82963.61181087136,-129398.89781997369,-254.66953312891474,-345.4001347048232,-0.12866571384999975
1627860101164,-83990.4770025193,-130783.2568693287,-256.71629791198694,-346.0897623387518,-0.18025764584999976
1627860101168,-85025.0294808914,-132161.81877465264,-258.6381195930275,-344.64047633098596,-0.28302263384999976
1627860101172,-86067.13537889991,-133534.13139066793,-260.526474502127,-343.0781540038188,-0.38774239384999976
1627860101177,-87386.61489987932,-135249.00982010728,-263.89590419588325,-342.97568588787107,-0.45389037134999977
1627860101180,-88185.10067620005,-136281.01283316585,-266.16192544024165,-344.0010043528589,-0.4333129402499998
1627860101184,-89260.47849420091,-137667.83479225248,-268.8444545002176,-346.70548977165635,-0.3547731202499998
1627860101188,-90343.21408237742,-139069.897858866,-270.6838970441291,-350.515766653375,-0.2538232722499998
1627860101192,-91429.25008076547,-140490.13813667544,-271.50899959701053,-355.0600694523601,-0.1603434362499998
1627860101196,-92516.10372521372,-141925.40134879274,-271.713411112062,-358.81580302932855,-0.1108459002499998
1627860101200,-93603.83910277724,-143367.58682738896,-271.9338443908828,-360.5463696490538,-0.1360484538499998
1627860101204,-94692.94307042047,-144806.16499617547,-272.2759919108051,-359.644542196626,-0.2181487418499998
1627860101208,-95784.29485231717,-146237.19107554344,-272.8379454741747,-357.7565198419907,-0.34213692984999977
1627860101212,-96881.55583710111,-147665.03744019713,-274.31524619598576,-356.96159116342403,-0.4374319058499998
1627860101216,-97989.43555540654,-149095.9037765579,-276.96992957635786,-357.7165840901976,-0.47282718184999983
1627860101220,-99110.28368532615,-150534.58023511613,-280.212032479904,-359.6691146395541,-0.4401546218499998
1627860101225,-100531.35335997138,-152352.378225693,-284.2139349290449,-363.559598115379,-0.3485248368499998
1627860101228,-101390.44193288917,-153451.9402845138,-286.3628576392585,-366.5206862735954,-0.2964791178499998
1627860101232,-102546.05007833977,-154934.94444890713,-288.90203636265096,-370.7510410983301,-0.2448871858499998
1627860101236,-103710.60116767173,-156430.27765029029,-291.13777233298896,-373.8333003457861,-0.2304358598499998
1627860101241,-105178.56135106065,-158301.52018045585,-293.59203667778377,-374.2485060331114,-0.2719746948499998
1627860101244,-106063.18825429499,-159420.8709025318,-294.8756344114469,-373.1169073586592,-0.3355395828499998
1627860101248,-107249.20634788957,-160906.16699582664,-296.50452339864563,-371.3240233237103,-0.4313930668499998
1627860101252,-108444.07822242219,-162389.87117479727,-298.7179686331559,-370.9260447426586,-0.47342059484999977
1627860101256,-109650.32230783858,-163878.75121727443,-301.56102135409753,-372.22001061928984,-0.47439797924999977
1627860101260,-110867.39346216436,-165377.77191855267,-304.26778858144417,-374.75517531956086,-0.4214097832499998
1627860101264,-112092.12252961677,-166890.83329092248,-306.18226686310203,-378.26534309245346,-0.3155730192499998
1627860101268,-113320.61935978069,-168420.40817741168,-307.1242075409807,-382.3937216222995,-0.2040115712499998
1627860101272,-114551.0008920637,-169965.13873541116,-307.5953830707546,-386.1826394998699,-0.1492780452499998
1627860101277,-116090.54600906374,-171905.6605136428,-307.9090234000073,-388.10435564632826,-0.1752834517499998
1627860101280,-117015.05439798777,-173068.60282285762,-308.1694629746781,-387.6474364049375,-0.2341883167499998
1627860101284,-118249.88096995967,-174611.88864581115,-308.7066429929758,-385.82145573838244,-0.3434459247499998
1627860101288,-119490.7755532599,-176151.92108807733,-310.2236458250564,-385.0081105665434,-0.4480260527499998
1627860101292,-120742.26577473702,-177694.7297369414,-312.8725553692815,-385.70216221602055,-0.5015029407499998
1627860101296,-122007.63591362779,-179245.172306302,-316.3425347226908,-387.61064234014714,-0.4898441419499998
1627860101300,-123286.8856674699,-180806.9927135714,-319.8124384605276,-390.45510181734824,-0.4292463099499998
1627860101304,-124578.44338449324,-182383.41312571947,-322.889429255833,-394.10510303701494,-0.3492404179499998
1627860101308,-125880.79276091167,-183975.04999813726,-325.5873441046096,-397.90921810444814,-0.2906671699499998
1627860101312,-127192.11275411556,-185576.6525572271,-327.8299983009719,-400.4006397724564,-0.2901086645899998
1627860101317,-128843.0246993227,-187578.8540512212,-330.18238904142964,-400.4402987988211,-0.3707428695899998
1627860101320,-129836.89077218587,-188776.61346280968,-331.28869095438733,-399.25313719615735,-0.4427377005899998
1627860101324,-131167.9700655161,-190366.31311937372,-332.769823332554,-397.42491414100755,-0.5186246125899998
1627860101328,-132507.6290052177,-191953.83919830475,-334.9147349254012,-396.8815197327603,-0.5561841005899998
1627860101332,-133858.7748929838,-193545.41223645915,-337.78647194152916,-397.8932595386003,-0.5306324805899998
1627860101336,-135220.87016148202,-195145.89914441205,-340.5238171245517,-400.12172698822246,-0.4664043605899998
1627860101340,-136591.59713430348,-196760.4553208618,-342.68174320536554,-403.6390441124359,-0.3770435045899998
1627860101345,-138312.96209938455,-198804.87512132377,-344.2729930162145,-408.88396009239597,-0.2540850545899998
1627860101348,-139347.18905158443,-200039.6286286181,-344.7423173999617,-411.58450243144364,-0.2074847630899998
1627860101352,-140728.01149881087,-201691.3583263768,-345.2056118066089,-412.93242443966705,-0.2204001990899998
1627860101356,-142110.69633701319,-203340.4329075493,-345.67120955058124,-412.2686452931216,-0.2889567310899998
1627860101360,-143496.10709323848,-204982.8039256287,-346.35268905632387,-410.59275451985053,-0.40345033108999984
1627860101364,-144887.4107514899,-206621.2816412409,-347.82591456285525,-409.61942890305716,-0.5094267270899998
1627860101368,-146290.136594019,-208261.5352156512,-350.68146063227516,-410.0633936025782,-0.5601809030899998
1627860101372,-147706.7097982059,-209907.15778727506,-354.14330104673,-411.4056429059657,-0.5448220062899998
1627860101377,-149499.44627537776,-211979.58040862498,-358.54729543437173,-414.484524269986,-0.47605603628999976
1627860101380,-150582.50611449,-213230.52301302532,-361.0199463707477,-416.9808681334408,-0.4230154812899998
1627860101384,-152038.09627134856,-214913.36729863085,-363.89753921464035,-420.7110714013866,-0.3674441972899998
1627860101388,-153502.93844175612,-216606.3002160624,-366.2105426018876,-423.2332293578888,-0.3586477380899998
1627860101392,-154975.18576581968,-218300.90786631525,-368.06183101588823,-423.6519125632109,-0.4191757540899998
1627860101397,-156823.34857679484,-220409.29539490066,-369.63256219503376,-421.67750571708376,-0.5333202890899997
1627860101401,-158306.57639546425,-222088.84975639163,-370.8069546673511,-419.8885903727424,-0.6284058290899998
1627860101404,-159423.84304131087,-223347.04417659232,-372.42221528220966,-419.39814006689426,-0.6733829660899997
1627860101408,-160925.2254114177,-225026.4237199264,-375.3455925267042,-419.84488583352027,-0.6718470764099997
1627860101412,-162439.17876947357,-226712.56336279176,-378.48833951397006,-421.53491071634414,-0.6199060764099997
1627860101416,-163964.09210799565,-228410.4191250164,-381.2283346305179,-424.46394055616304,-0.5440191644099998
1627860101420,-165497.82226889223,-230123.18616449315,-383.4325402241449,-428.191759869186,-0.46059242840999975
1627860101425,-167423.9975994854,-232286.15027241988,-385.2350661186323,-432.5928215853444,-0.39758604340999976
1627860101428,-168581.97695738112,-233588.28615209428,-385.99311929857646,-434.0452932248048,-0.40816273870999975
1627860101432,-170127.97587193272,-235322.46180696358,-386.499728637901,-433.5439137173215,-0.46869075470999977
1627860101436,-171675.6132599004,-237049.88403067325,-386.90934699191956,-431.8555559274188,-0.5738293947099997
1627860101440,-173228.1624258625,-238771.9575851381,-388.1372914905274,-430.5183886162144,-0.6713583947099997
1627860101444,-174790.92338195306,-240493.05893583887,-390.6902390226374,-430.2753376751948,-0.7126877907099997
1627278617967,0.0,0.0,0.0,0.0,0.0
1627278617971,0.0,0.0,0.0,0.0,0.0
1627278617975,0.0,0.0,0.0,0.0,0.0
1627278617979,0.0,0.0,0.0,0.0,0.0
1627278617983,0.0,0.0,0.0,0.0,0.0
1627278617987,0.0,0.0,0.0,0.0,0.0
1627278617991,0.0,0.0,0.0,0.0,0.0
1627278617995,0.0,0.0,0.0,0.0,0.0
1627278617999,0.0,0.0,0.0,0.0,0.0
1627278618003,0.0,0.0,0.0,0.0,0.0
1627278618007,0.0,0.0,0.0,0.0,0.0
1627278618011,0.0,0.0,0.0,0.0,0.0
1627278618015,0.0,0.0,0.0,0.0,0.0
1627278618019,0.0,0.0,0.0,0.0,0.0
1627278618023,0.0,0.0,0.0,0.0,0.0
1627278618027,0.0,0.0,0.0,0.0,0.0
1627278618032,0.0,0.0,0.0,0.0,0.0
1627278618035,0.0,0.0,0.0,0.0,0.0
1627278618040,0.0,0.0,0.0,0.0,0.0
1627278618043,0.0,0.0,0.0,0.0,0.0
1627278618047,0.0,0.0,0.0,0.0,0.0
1627278618051,0.0,0.0,0.0,0.0,0.0
1627278618055,0.0,0.0,0.0,0.0,0.0
1627278618059,0.0,0.0,0.0,0.0,0.0
1627278618063,0.0,0.0,0.0,0.0,0.0
1627278618068,0.0,0.0,0.0,0.0,0.0
1627278618071,0.0,0.0,0.0,0.0,0.0
1627278618075,0.0,0.0,0.0,0.0,0.0
1627278618079,0.0,0.0,0.0,0.0,0.0
1627278618083,0.0,0.0,0.0,0.0,0.0
1627278618087,0.0,0.0,0.0,0.0,0.0
1627278618091,0.0,0.0,0.0,0.0,0.0
1627278618095,0.0,0.0,0.0,0.0,0.0
1627278618099,0.0,0.0,0.0,0.0,0.0
1627278618103,0.0,0.0,0.0,0.0,0.0
1627278618107,0.0,0.0,0.0,0.0,0.0
1627278618111,0.0,0.0,0.0,0.0,0.0
1627278618115,0.0,0.0,0.0,0.0,0.0
1627278618119,0.0,0.0,0.0,0.0,0.0
